year;page;title;average_score;votes;price;categories;author;publisher;cover_type;publication_year;num_pages;format;code
2016;4;Politic incorect - Jan Van Helsing;0;0;42.75;Istorii Secrete;Jan Van Helsing;ANTET REVOLUTION;Necartonata;2016;280;240 x 170 mm;ANT978-973-636-557-7
2016;4;Corect. Gresit romaneste - Marin Radulescu, Silvia Radulescu;5;1;35;Culegeri Auxiliare;Marin Radulescu, Silvia Radulescu;CARMINIS;Necartonata;2016;352;205 x 145 x 14 mm;CAM978-973-123-271-3
2016;4;Predici ale Sfintilor Parinti la Duminicile de peste an;5;1;45;Carte Ortodoxa;Sfantul Ioan Gura de Aur, Sfantul Vasile Cel Mare, Sfantul Grigorie;EGUMENITA;null;2016;568;240 x 170 mm;EGU978-973-8926-91-2
2016;5;Memorator de economie pentru liceu. Ed.2016 - Savel Mihailescu;0;0;12;Culegeri Auxiliare;Savel Mihailescu;BOOKLET;Necartonata;2016;176;160 x 110 x 10 mm;BOO978-606-590-323-4
2016;5;Matematica de excelenta - Clasa 11 Vol.1: Algebra - Vasile Pop, Dana Heuberger;5;3;19.95;Culegeri Auxiliare;Dana Heuberger, Vasile Pop;PARALELA 45;Necartonata;2016;200;230 x 170 mm;PAR978-973-47-2223-5
2016;5;Matematica de excelenta - Clasa 11 Vol.2: Analiza matematica - Gheorghe Boroica;5;3;27.54;Culegeri Auxiliare;Florin Bojor, Cristian Heuberger, Gheorghe Boroica, Vasile Pop, Nicolae Musuroia;PARALELA 45;Necartonata;2016;320;230 x 160 mm;PAR978-973-47-2448-2
2016;5;365 de povesti fascinante cu animale;3;2;59.992;Literatura Universala, Povesti, basme, legende;null;ARAMIS;Cartonata;2016;142;280 x 210 mm;ARA9678-606-706-463-
2016;5;TED Talks. Ghidul oficial TED pentru vorbit in public - Chris Anderson;4.8;4;55;Dezvoltare Profesionala;Chris Anderson;PUBLICA;Necartonata;2016;320;200 x 140 mm;PUB978-606-722-224-1
2016;5;Cunoaste-l pe... Mircea cel Batran;0;0;15.6;Carti educative;null;GAMA;Necartonata;2016;24;220x220;GAM978-606-8248-18-9
2016;5;Secretele obtinerii permisului de conducere - Juhasz Sebastian;5;1;35;Legislatie Rutiera;Juhasz Sebastian;TEXTE;Necartonata;2016;94;170 x 240;TXT978-606-8461-12-0
2016;5;Palatul de clestar - Barbu Stefanescu Delavrancea;5;1;16;Literatura Romana;Barbu Stefanescu Delavrancea;GRAMAR;Necartonata;2016;66;160 x 160 x 6 mm;MON978-606-695-064-0
2016;5;Chira Chiralina. Codin. Ciulinii Baraganului - Panait Istrati;5;1;20;Literatura Romana;Panait Istrati;ASTRO;Necartonata;2016;264;200 x 130 x 13 mm;ATR978-606-8148-99-1
2016;5;Atlas botanic scolar;0;0;40;Culegeri Auxiliare;null;CD PRESS;Cartonata;2016;null;290 x 220 mm;CDP978-606-528-339-8
2016;5;Pisicile Razboinice Vol.5: O cale primejdioasa - Erin Hunter;4.8;4;58.41;Literatura Fantasy, Literatura Universala;Erin Hunter;ALL;Necartonata;2016;346;200 x 130 mm;GAC978-606-8578-87-3
2016;5;Primele mele 1000 de cuvinte in limba engleza;5;6;43.92;Limbi Straine Copii;Heather Amery, Mairi Mackinnon;NICULESCU;null;2016;null;230x300;NIC978-973-748-964-7
2016;5;Merele cad in cer - Vadim Zeland;5;1;25;Dezvoltare Spirituala;Vadim Zeland;DHARANA;Necartonata;2016;175;200 x 130 mm;DHA978-973-8975-81-1
2016;5;Stralucirea interioara - Doreen Virtue;5;1;36;Dezvoltare Spirituala;Doreen Virtue;ADEVAR DIVIN;Necartonata;2016;240;200 x 130 mm;ADD978-606-756-004-6
2016;5;Regele care a refuzat sa moara - Zecharia Sitchin;0;0;49;Istorii Secrete;Zecharia Sitchin;LIVINGSTONE;Necartonata;2016;304;200 x 130;LVS978-606-8545-23-3
2016;5;Invat sa scriu!;0;0;9.3;Carte Prescolara, Joc;null;REGIS;Necartonata;2016;32;270 x 200 mm;REG978-606-8674-55-1
2016;5;Micul campion. Teste pentru toate disciplinele - Clasa 1 - Maria Alexandru;5;2;15;Culegeri Auxiliare;Maria Alexandru;CARMINIS;Necartonata;2016;72;235 x 165 x 4 mm;CAM978-973-123-170-9
2016;5;Cunoaste-l pe... Nicolae Grigorescu;0;0;15.6;Carti educative;null;GAMA;Necartonata;2016;24;220x220;GAM978-606-8248-16-5
2016;5;Tarotul Rider Waite;5;14;63;Tarot;Pamela Colman Smith, Arthur Edward Waite;ADEVAR DIVIN;Necartonata;2016;78;120 x 70 mm;ADD978-606-756-012-1
2016;5;Fata pe care ai lasat-o in urma - Jojo Moyes;4.6;13;39.92;Romane de dragoste, Romane de dragoste, Carti romantice, Literatura Universala, Literatura engleza;Jojo Moyes;LITERA;Necartonata;2016;464;200 x 140 mm;LIT978-606-331-069-0
2016;5;Numele meu este Mahtob - Mahtob Mahmoody;4.9;7;37.953;Memorii Jurnal;Mahtob Mahmoody;POLIROM;Necartonata;2016;320;200 x 130 mm;POL978-973-46-6218-0
2016;5;Soll si Haben. Chestiunea evreilor din Romania - Ioan Slavici;5;2;10;Istoria Romanilor;Ioan Slavici;VICOVIA;Necartonata;2016;157;150 x 100 mm;VIC978-606-8541-90-7
2016;5;Memorator matematica - Clasele 9-12 - Algebra - Petre Simion, Victor Nicolae;5;1;15.92;Culegeri Auxiliare;Petre Simion, Victor Nicolae;NICULESCU;Necartonata;2016;112;140 x 100 x 4 mm;NIC978-973-748-975-3
2016;5;Cum suntem imbecilizati - John Taylor Gatto;5;5;42;Sociologie;John Taylor Gatto;ANACRONIC;Necartonata;2016;144;220 x 145 x 10 mm;ANC978-606-94128-4-8
2016;5;Distractia care ne omoara. Discursul public in epoca televizorului - Neil Postman;5;3;52.5;Comunicare Publicitate;Neil Postman;ANACRONIC;Necartonata;2016;240;220 x 150 x 15;ANC978-606-94128-3-1
2016;5;Mastile fricii - Camelia Cavadia;4.8;21 de;36;Literatura Romana;Camelia Cavadia;TREI;Necartonata;2016;240;200 x 130 x 15 mm;TRE978-606-719-769-3
2016;5;Cele cinci limbaje ale scuzelor - Gary Chapman;5;4;30.4;Psihologia relatiilor. Psihologia cuplului, Psihologie Practica;Jennifer Thomas, Gary Chapman;CURTEA VECHE;Necartonata;2016;216;200 x 130 mm;CVE978-606-588-813-5
2016;5;Basme, povestiri si nuvele - B. St. Delavrancea;5;2;11.242;Povesti, basme, legende, Literatura Romana;Barbu Stefanescu Delavrancea;ARAMIS;Necartonata;2016;256;200 x 120 x 12 mm;ARA978-606-706-363-9
2016;5;Cuvinte despre viata duhovniceasca - Sfantul Porfirie Kavsokalyvitul;5;3;16;Carte Ortodoxa;Sfantul Porfirie Kavsokalyvitul;SOPHIA;Necartonata;2016;192;200 x 110 mm;SOP978-973-136-546-6
2016;5;Blandetea noptii - F. Scott Fitzgerald;4.2;4;37.953;Literatura americana, Literatura Universala, Romane de dragoste, Romane de dragoste, Carti romantice;F. Scott Fitzgerald;POLIROM;Necartonata;2016;424;180 x 100 mm;POL978-973-46-6229-6
2016;5;Florenta si Toscana - Calator pe mapamond;5;3;36.75;Ghid Turistic;Autor Anonim;AD LIBRI;Necartonata;2016;168;210 x 125 x 11 mm;ADL978-606-8050-68-3
2016;5;Istorie - Clasa 4 - Auxiliar pentru toate manualele alternative - Vasile Dinu, Paul Didita;5;1;20;Culegeri Auxiliare;Vasile Dinu, Paul Didita;CARMINIS;Necartonata;2016;200;235 x 165 x 8 mm;CAM978-973-123-302-4
2016;5;Primele mele 1000 de cuvinte in limba germana - Mairi Mackinnon, Heather Amery;5;1;43.92;Limbi Straine Copii;Heather Amery, Mairi Mackinnon;NICULESCU;Necartonata;2016;64;300 x 230 mm;NIC978-973-748-966-1
2016;5;Limba germana: Vocabularul de baza in imagini;4.7;3;28.875;Germana;null;CORINT;Necartonata;2016;96;180 x 110 mm;COR978-606-782-030-0
2016;5;Nelinisti vechi si noi - Andrei Plesu;5;1;61.75;Publicistica;Andrei Plesu;HUMANITAS;Cartonata;2016;448;210 x 150 x 36 mm;HUM978-973-50-5303-1
2016;5;Culegere de matematica pentru copii isteti - Clasa 4 - Rodica Dinescu;5;3;30;Culegeri Auxiliare;Rodica Dinescu;CARMINIS;Necartonata;2016;126;260 x 205 mm;CAM978-973-123-300-0
2016;5;Si daca acesta este Raiul? - Anita Moorjani;5;2;36;Dezvoltare Spirituala;Anita Moorjani;ADEVAR DIVIN;Necartonata;2016;235;200 x 130 mm;ADD978-606-756-017-6
2016;5;Inteligenta parentala - Daniel J. Siegel, Tina Payne Bryson;0;0;45;Educatie Psihologie;Daniel J. Siegel, Tina Payne Bryson;PAGINA DE PSIHOLOGIE;Necartonata;2016;260;200 x 130;PDP978-606-93990-0-2
2016;6;Revrajirea lumii - Virgiliu Gheorghe;0;0;28;Educatie Psihologie;Virgiliu Gheorghe;INSTITUTUL DE CERCETARI PSIHOSOCIALE SI BIOETICA;Necartonata;2016;288;200 x 140;ICP978-606-93651-4-4
2016;6;Copilul divin - Pascal Bruckner;3.3;3;17.5;Literatura contemporana;Pascal Bruckner;TREI;Necartonata;2016;181;200 x 130;TRE973-707-090-9
2016;6;CD Povesti - Ion Creanga;5;2;44;Carti Pentru Copii;Ion Creanga;ACT SI POLITON;null;2016;null;190 x 140 mm;APO978-606-913-096-4
2016;6;Cum platim pentru greselile stramosilor - Nina Canault;5;1;32;Psihologie, psihanaliza, logica;Nina Canault;PHILOBIA;Necartonata;2016;158;200 x 130 x 10 mm;PHI978-606-8560-38-0
2016;6;Casa papusilor - M.J. Arlidge;4;8;45;Carti thriller, Literatura Universala, Carti politiste;M.J. Arlidge;TREI;Necartonata;2016;426;200 x 130 mm;TRE978-606-719-819-5
2016;6;Manual de fotografie - Daria Ioan;0;0;35;Fotografie;Daria Ioan;PRESA UNIVERSITARA CLUJEANA;Necartonata;2016;116;240 x 170 x 7 mm;PUC978-606-37-0102-3
2016;6;Crearea si ruperea legaturilor afective - John Bowlby;0;0;59;Psihologie, psihanaliza, logica;John Bowlby;TREI;Necartonata;2016;256;200 x 140 mm;TRE978-606-719-763-1
2016;6;Pedagogia povestii - Constantin Necula;5;3;25;Pedagogie Metodica;Parintele Constantin Necula;AGNOS;Cartonata;2016;187;210x120;AGN978-973-1941-52-3
2016;6;Lista iubitilor mei - E. Lockhart;2;1;14.7;Carti pentru adolescenti, Young Adult, Romane de dragoste, Carti romantice;E. Lockhart;TREI;Necartonata;2016;240;200 x 130 mm;TRE978-606-719-541-5
2016;6;Romania. Atlas scolar - Constantin Furtuna;5;1;53.91;Culegeri Auxiliare;Constantin Furtuna;ALL;Necartonata;2016;96;300 x 210 x 6 mm;ALL978-973-684-901-5
2016;6;Plansa Anatomie 2;0;0;12;Culegeri Auxiliare;Autor Anonim;BOOKLET;Necartonata;2016;6;300 x 210 x 1 mm;BOO978-606-590-357-9
2016;6;Matematica de excelenta - Clasa 12 Vol.1: Algebra. Pentru concursuri, olimpiade si Centre de excelenta;5;1;27.54;Culegeri Auxiliare;Dana Heuberger, Vasile Pop;PARALELA 45;Necartonata;2016;304;230x170 mm;PAR978-973-47-2450-5
2016;6;Prietenie cu Dumnezeu - Neale Donald Walsch;5;1;35;Dezvoltare Spirituala;Neale Donald Walsch;FOR YOU;Necartonata;2016;368;200 x 130 x 21 mm;FOR978-606-6396-109-
2016;6;Culegere de limba si literatura romana - Clasa 3 - Valentin Diaconu, Mihaela Costache;4;1;35.18;Culegeri Auxiliare;Valentin Diaconu, Mihaela Costache;ALLEGRIA;Necartonata;2016;124;260 x 205 x 6 mm;ALG978-606-94006-3-0
2016;6;Istoria Romaniei. Mic atlas scolar - Bogdan Teodorescu;3;2;18.3;Culegeri Auxiliare;Bogdan Teodorescu;CORINT;Necartonata;2016;48;240 x 170 mm;COR978-606-782-042-3
2016;6;Letopisetul Tarii Moldovei - Grigore Ureche;5;1;19;Literatura Romana;Grigore Ureche;GRAMAR;Necartonata;2016;182;200 x 130 x 8 mm;GRA978-606-695-071-8
2016;6;Memorator de geografie - Clasa 8 - Cristina Moldovan;5;1;12;Culegeri Auxiliare;Cristina Moldovan;BOOKLET;Necartonata;2016;112;160 x 110 x 5 mm;BOO978-606-590-325-8
2016;6;Descopera mesajele secrete ale corpului tau! - Denise Linn;0;0;26.04;Minte Corp;Denise Linn;FOR YOU;Necartonata;2016;218;200 x 130;FOR978-606-639-077-4
2016;6;Un oras plutitor - Jules Verne;5;1;9.765;Literatura Universala;Jules Verne;REGIS;Necartonata;2016;160;200 x 130 mm;REG978-606-8674-36-0
2016;6;Omul duplicat - Jose Saramago;4;4;23.703;Literatura portugheza, Carti thriller;Jose Saramago;POLIROM;Necartonata;2016;320;180 x 110 mm;POL978-973-46-6074-2
2016;6;Abandonat pe Everest - Beck Weathers, Stephen G. Michaud;5;3;50;Memorii Jurnal;Stephen G. Michaud, Beck Weathers;PREDA PUBLISHING;Necartonata;2016;238;230 x 160 mm;PRP978-606-94091-2-1
2016;6;Ierbarul meu - Eleonora Barsotti;4.9;17;18.742;Practic Pentru Copii;Eleonora Barsotti;ARAMIS;Necartonata;2016;null;285 x 205 x 4 mm;ARA978-606-706-402-5
2016;6;Cand sufletul vorbeste prin corp - Hans Morschitzky, Sigrid Sator;5;5;39;Psihologie Practica;Hans Morschitzky, Sigrid Sator;TREI;Necartonata;2016;300;200 x 130 mm;TRE978-606-719-741-9
2016;6;Calatorie prin limba romana - Clasa 2 - Adeluta Rosu;5;2;25;Culegeri Auxiliare;Adeluta Rosu;CARMINIS;Necartonata;2016;104;260 x 200 x 6 mm;CAM978-973-123-225-6
2016;6;Matematica. Culegere de exercitii si probleme dupa noua programa - Clasa 4 - Aurelia Arghirescu, Florica Ancuta;0;0;35;Culegeri Auxiliare;Aurelia Arghirescu, Florica Ancuta;CARMINIS;Necartonata;2016;184;260 x 205 x 10 mm;CAM978-973-123-281-2
2016;6;444 de fragmente memorabile ale lui Neagu Djuvara;3.5;2;46.55;Memorii Jurnal;Neagu Djuvara;HUMANITAS;Cartonata;2016;208;205 x 145 mm;HUM978-973-505-380-2
2016;6;Matematica - Clasa 4 - Caiet de lucru - Adina Grigore, Claudia Negritoiu, Augustina Anghel;0;0;21.85;Culegeri Auxiliare;Adina Grigore, Claudia Negritoiu, Augustina Anghel;ARS LIBRI;Necartonata;2016;160;280 x 195 x 7 mm;ARS978-606-36-0026-5
2016;6;Viata unui barbat necunoscut - Andrei Makine;4;2;23.703;Literatura contemporana;Andrei Makine;POLIROM;Necartonata;2016;200;180 x 100 mm;POL978-973-46-6247-0
2016;6;Totul despre yoga - Christina Brown;5;2;79;Masaj Relaxare;Christina Brown;ADEVAR DIVIN;Necartonata;2016;400;160 x 130 mm;ADD978-606-8420-69-1
2016;6;Pierdut in Vietnam si Cambodgia. Jurnal de calatorie - Catalin Vrabie;0;0;33.2;Biografii;Catalin Vrabie;NEVERLAND;Necartonata;2016;286;200 x 130;NEV978-606-8390-21-5
2016;6;Memorator de istorie - Clasa 8 - Ramona Diaconescu;4;1;10;Culegeri Auxiliare;Camil-Gabriel Ionescu, Ramona Diaconescu;BOOKLET;Necartonata;2016;144;160 x 110 x 6 mm;BOO978-606-590-326-5
2016;6;Matematica - Clasa 3 - Exercitii. Teste. Ghidul parintelui - Eduard Dancila, Ioan Dancila;0;0;31.2;Culegeri Auxiliare;Ioan Dancila, Eduard Dancila;GAMA;null;2016;null;null;null
2016;6;Cine a fost Charles Darwin? - Deborah Hopkinson;5;3;19;Atlase, enciclopedii copii, Cultura Generala;Deborah Hopkinson;PANDORA;Necartonata;2016;110;195 x 130 mm;PAN978-606-8780-79-5
2016;6;Cand cei doi devin una - Schiarhimandritul Ioachim Parr;4.7;3;28;Carte Ortodoxa;Ioachim Parr;EGUMENITA;Necartonata;2016;448;200 x 130;EGU978-606-550-254-3
2016;6;500 Intrebari si raspunsuri despre Animale;5;2;49.5;Atlase, enciclopedii copii;null;FLAMINGO;Necartonata;2016;224;220 x 170 mm;FLA978-606-713-067-6
2016;6;Tehnica ingrijirii omului sanatos si bolnav - Liliana Rogozea, Tatiana Oglinda;0;0;39;Medicina;Liliana Rogozea, Tatiana Oglinda;EDITURA CREATOR;Necartonata;2016;159;290 x 200 mm;LIB978-606-8814-14-8
2016;6;Principiile spionajului - Victor Suvorov;5;1;44.95;Istorie Universala;Victor Suvorov;POLIROM;Necartonata;2016;364;200 x 130;POL978-973-46-6250-0
2016;6;Matematica si explorarea mediului - Clasa 1 - Culegere - Valentina Stefan-Caradeanu;0;0;21.9;Culegeri Auxiliare;Florentina Duta, Valentina Stefan Caradeanu, Florentina Hahaianu, Elena Apopei;JOY;Necartonata;2016;112;260 x 200 x 5 mm;JOY978-606-8593-39-5
2016;7;Viata la tara. Tanase Scatiu - Duiliu Zamfirescu;0;0;19;Literatura Romana;Duiliu Zamfirescu;CARTEX;Necartonata;2021;272;200 x 130 x 14 mm;CAR978-973-104-994-6
2016;7;Un erou al timpului nostru - M.I. Lermontov;5;1;23.703;Literatura contemporana, Literatura rusa;M.I. Lermontov;POLIROM;Necartonata;2016;208;200 x 130 mm;POL978-973-46-5816-9
2016;7;Dezvoltare personala - Clasa pregatitoare - Caiet - Mirela Mihaescu, Stefan Pacearca;0;0;42;Culegeri Auxiliare;Mirela Mihaescu, Stefan Pacearca;INTUITEXT;Necartonata;2016;80;260 x 205 x 4 mm;INX978-606-8681-50-4
2016;7;Literatura Romana Proza si dramaturgie pentru BAC - Margareta Onofrei;5;1;16;Culegeri Auxiliare;Margareta Onofrei;BOOKLET;Necartonata;2016;224;160 x 110 mm;BOO978-606-590-298-5
2016;7;Viata si minunile Sfintei Matrona din Moscova;0;0;15;Carte Ortodoxa;null;SOPHIA;Necartonata;2016;160;200 x 130 x 11 mm;SOP973-8207-71-1
2016;7;Atlas didactic de istorie - Vasile Pascu;5;1;17.1;Culegeri Auxiliare;Vasile Pascu;UNIVERSITARA;Necartonata;2016;null;270 x 200 mm;UNV978-606-28-0479-4
2016;7;Strapungerea spre fiinta - Karlfried Durck Heim;0;0;15.6;Dezvoltare Spirituala;Karlfried Durck Heim;HERALD;Necartonata;2016;208;200 x 130 mm;HER978-973-111-606-8
2016;7;Cum functioneaza Yoga - Geshe Michael Roach, Lama Christie Mcnally;4.7;3;38.95;Dezvoltare Spirituala;Lama Christie Mcnally, Geshe Michael Roach;VIDIA;Necartonata;2016;480;200 x 130 mm;VID978-606-8414-46-1
2016;7;Inteligenta emotionala a copiilor - Lawrence E. Shapiro;5;2;42.703;Educatie Psihologie;Lawrence E. Shapiro;POLIROM;Necartonata;2016;392;200 x 130 mm;POL978-973-46-6119-0
2016;7;Engleza distractiva 12-13 ani Larousse;5;1;35;Limbi Straine Copii;null;METEOR PRESS;Necartonata;2016;48;270 x 190 mm;MET978-606-8653-49-5
2016;7;Cuvinte despre rugaciune si pocainta - Sfantul Porfirie Kavsokalyvitul;5;1;12;Carte Ortodoxa;Sfantul Porfirie Kavsokalyvitul;SOPHIA;Necartonata;2016;112;200 x 110 mm;SOP978-973-136-547-3
2016;7;Cheia povestii. Primele mele lecturi - Clasa pregatitoare, Clasa 1 - Anastasia Budisteanu;5;2;10;Culegeri Auxiliare;Anastasia Budisteanu;CARMINIS;Necartonata;2016;48;150 x 150 x 3 mm;CAM978-973-123-296-6
2016;7;Viata lui Mahomed - Constantin Virgil Gheorghiu;5;2;50;Crestinism;Constantin Virgil Gheorghiu;SOPHIA;Necartonata;2016;504;200 x 130 mm;SOP978-973-136-524-4
2016;7;Psihologia sinelui - Heinz Kohut;5;1;32.495;Psihologie, psihanaliza, logica;Heinz Kohut;TREI;Necartonata;2016;596;200 x 150;TRE978-606-719-635-1
2016;7;ICD-10 Clasificarea tulburarilor mentale si de comportament;5;1;99;Psihologie, psihanaliza, logica;null;TREI;Necartonata;2016;558;210 x 150;TRE978-606-719-838-6
2016;7;Cine a fost Pablo Picasso? - True Kelley;5;1;17;Atlase, enciclopedii copii, Cultura Generala;True Kelley;PANDORA;Necartonata;2016;112;195 x 130 mm;PAN978-606-8780-04-7
2016;7;Dreptul Uniunii Europene - Augustin Fuerea;5;1;92.07;Carte Juridica;Augustin Fuerea;UNIVERSUL JURIDIC;null;2016;460;170x240;UJU978-606-673-789-0
2016;7;Viata cea noua - Orhan Pamuk;5;2;28.453;Literatura contemporana, Literatura turca;Orhan Pamuk;POLIROM;Necartonata;2016;352;180 x 110 mm;POL978-973-46-5924-1
2016;7;Flori de Bach - Irene Wyle;0;0;40;Dezvoltare Spirituala;Irene Wyle;PRESTIGE;Necartonata;2016;null;230 x 160 mm;PRE978-606-92653-4-5
2016;7;Shoe Dog. Memoriile creatorului Nike - Phil Knight;5;1;69;Memorii Jurnal;Phil Knight;PUBLICA;Necartonata;2016;504;200 x 140 mm;PUB978-606-722-226-5
2016;7;Audiobook: Cum sa castigi prieteni si sa influentezi oameni - Dale Carnegie;5;1;28;Practic;Dale Carnegie;ACT SI POLITON;Cartonata;2016;null;190x140;APO978-606-913-075-9
2016;7;Plansa - Animale domestice;5;3;13.3;Carte Prescolara, Joc;null;DIDACTICA PUBLISHING HOUSE;null;2016;null;700 x 500 mm;DPH978-606-683-100-3
2016;7;Insomnii - Irina Binder;4.5;21 de;41.841;Dezvoltare Personala;Irina Binder;FOR YOU;Necartonata;2016;352;200 x 140 mm;FOR978-606-639-128-3
2016;7;Plansa animale salbatice;5;3;13.3;Carte Prescolara, Joc;null;DIDACTICA PUBLISHING HOUSE;null;2016;null;700 x 500 mm;DPH978-606-383-111-2
2016;7;Omilii despre pocainta, dragoste si optimism - Sfantul Nicolae Velimirovici;0;0;21;Carte Ortodoxa;Nicolae Velimirovici;DOXOLOGIA;Necartonata;2016;198;200 x 130 mm;DOX978-606-666-485-1
2016;7;Matematica - Clasa 3 - Caiet - Tudora Pitila, Cleopatra Mihailescu;5;1;10;Culegeri Auxiliare;Tudora Pitila, Cleopatra Mihailescu;GRUPUL EDITORIAL ART;Necartonata;2016;111;260 x 200 mm;ART978-606-710-238-3
2016;7;Sfaturi pentru o viata mai sanatoasa ed.2 - Ligia Pop;5;1;46.4;Diete;Ligia Pop;CURTEA VECHE;Necartonata;2016;197;240 x 190 mm;CVE978-606-588-865-4
2016;7;Fred, prietenul imaginar - Eoin Colfer, Oliver Jeffers;5;1;14.7;Literatura Universala;Eoin Colfer, Oliver Jeffers;PANDORA;Necartonata;2016;48;290x230;PAN978-606-8780-18-4
2016;7;Start la lectura! Texte literare si aplicatii - Clasa 3 - Gabriela Barbulescu, Daniela Elena Ionita;0;0;19.12;Culegeri Auxiliare;Gabriela Barbulescu, Daniela Elena Ionita;LITERA EDUCATIONAL;Necartonata;2016;80;260 x 205 x 4 mm;LIT978-606-33-0907-6
2016;7;Stiinta si razboiul sfarsitului lumii - Virgiliu Gheorghe;5;1;30;Educatie Psihologie;Virgiliu Gheorghe;INSTITUTUL DE CERCETARI PSIHOSOCIALE SI BIOETICA;Necartonata;2016;352;200 x 140;ICP978-606-93651-3-7
2016;7;Omul din Sankt Petersburg - Ken Follett;4.8;5;29.742;Literatura Universala, Literatura engleza;Ken Follett;RAO;Necartonata;2016;472;180 x 110;RAO978-606-776-093-4
2016;7;Da sens vietii - John C. Maxwell;5;2;39.9;Psihologie Practica;John C. Maxwell;AMALTEA;Necartonata;2016;280;200 x 130 mm;AMA978-973-162-150-0
2016;7;Fiica norocului - Isabel Allende;5;3;36.1;Literatura chiliana;Isabel Allende;HUMANITAS;Necartonata;2016;368;200 x 130 x 18 mm;HUM973-50-1270-7
2016;7;Stiinte ale naturii - Clasa 4 - Caiet de aplicatii - Ioana Campean, Cristina Chifor, Doru Chifor;0;0;24;Culegeri Auxiliare;Cristina Chifor, Doru Chifor, Ioana Campean;SINAPSIS;Necartonata;2016;80;280 x 200 x 4 mm;SIN978-606-8616-84-1
2016;7;Culegere de matematica - Clasa 3 - Valentin Diaconu, Daniela Racheru;5;1;27.82;Culegeri Auxiliare;Daniela Racheru, Valentin Diaconu;ALLEGRIA;Necartonata;2016;112;240 x 170 x 5 mm;ALG978-606-94006-4-7
2016;7;Bacalaureat. Geografie - Albinita Costescu, Dumitru Iarca;0;0;39;Culegeri Auxiliare;Albinita Costescu, Dumitru Iarca;GIMNASIUM;Necartonata;2016;352;260 x 200 x 20 mm;GIM978-973-7992-71-0
2016;8;Plansa Anatomie 1;0;0;12;Culegeri Auxiliare;Autor Anonim;BOOKLET;Necartonata;2016;6;300 x 210 x 1 mm;BOO978-606-590-356-2
2016;8;Mirodenii vindecatoare - Bharat B. Aggarwal, Debora Yost;5;1;65;Terapii Alternative;Bharat B. Aggarwal, Debora Yost;ADEVAR DIVIN;Necartonata;2016;434;200 x 130;ADD978-606-756-011-4
2016;8;Enciclopedia Truffaut: Plante de interior - Patrick Mioulane;5;2;101.15;Plante Gradinarit;Patrick Mioulane;RAO;Cartonata;2016;445;270 x 200 mm;RAO978-606-776-175-7
2016;8;Taina iubirii - Paul Evdokimov;5;2;30;Carte Ortodoxa;Paul Evdokimov;SOPHIA;Necartonata;2016;248;200 x 130 mm;SOP978-973-136-519-0
2016;8;In orasul Bucurville - Carmen Tiderle;5;1;34.9;Literatura Universala;Carmen Tiderle;VELLANT;Necartonata;2016;128;220x220;VEL978606-8642-96-3
2016;8;Iertarea - Monah Pimen Vlad;5;3;13;Carte Ortodoxa;Pimen Vlad;EVANGHELISMOS;Necartonata;2016;112;200 x 110 mm;EVA978-606-8562-26-1
2016;8;Stiinta. Idei fundamentale;0;0;99.9;Stiinta si filosofie;null;LITERA;Cartonata;2016;352;240x200;LIT978-606-33-0717-1
2016;8;O pereche de pantofi: finantele si contabilitatea afacerii - Tinca Celnicu;4.9;7;49;Dezvoltarea Afacerilor;Tinca Celnicu;PUBLICA;Necartonata;2016;296;210 x 150;PUB978-606-7222-09-8
2016;8;Experientele mele langa Sfantul Porfirie - Paraskevas Lambropoulos;0;0;15;Carte Ortodoxa;Paraskevas Lambropoulos;EGUMENITA;Necartonata;2016;207;200 x 130;EGU978-606-550-249-9
